Timestamp,Have you bought something using the mobile device in the last 12 months?,It is fast to buy products using a mobile device,It is comfortable to buy products using a mobile device,I think mobile device is useful for buying products,I think learning how to use a mobile device for buying products is intuitive,I think using mobile device for buying products is free of effort,I think using mobile device for buying products is simple,Prices of the products are generally attractive when using a mobile device for buying products,The price/quality ratio when using a mobile device for buying products is good,Using a mobile device for buying products is beneficial from a financial point of view,Using a mobile device for buying products is fun,It is a pleasure to use a mobile device for buying products,Using a mobile device for buying products is entertainment,Using mobile device for buying products has become habit for me,I am addicted to using mobile device for buying products,I must use mobile device for buying products,I believe there is a risk associated with using mobile device for  buying products,There is a possibility of serious financial loss when using a mobile device for buying products,There is an uncertainty associated with using mobile device for  buying products,My family think that it’s good to use mobile device for buying products,My friends think that it’s good to use mobile device for buying products,People who are important to me think that it’s good to use mobile device for buying products,I am going to use a mobile device to compare features of the products,I am going to use a mobile device to compare prices of the products,I am going to use a mobile device to order products,I am going to use a mobile device to make payments for the purchased products,What is your gender?,What year you were born?
3/7/2019 13:56:51,Yes,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Female,1983
3/7/2019 14:29:28,Yes,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Female,1989
3/7/2019 14:39:37,Yes,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Female,1986
3/7/2019 14:40:25,Yes,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Female,1980
3/7/2019 15:01:30,Yes,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Male,1990
3/7/2019 15:10:18,Yes,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Male,1977
3/7/2019 15:13:02,Yes,Agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Female,1987
3/7/2019 15:32:11,Yes,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Female,1985
3/7/2019 16:01:33,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Female,1979
3/7/2019 16:33:03,Yes,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Agree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Female,1985
3/7/2019 17:18:57,Yes,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Female,1989
3/7/2019 17:37:25,Yes,Agree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,1983
3/7/2019 18:56:29,Yes,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Male,1988
3/7/2019 19:18:22,Yes,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree,Disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Female,1972
3/7/2019 19:49:49,Yes,Agree,Agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Female,1991
3/7/2019 19:50:52,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2019 20:07:18,Yes,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Male,1982
3/7/2019 20:16:48,Yes,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Female,1991
3/7/2019 20:39:33,Yes,Strongly agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Female,1993
3/7/2019 21:05:41,Yes,Strongly agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat disagree,Female,1976
3/7/2019 21:37:11,Yes,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Female,1977
3/7/2019 21:46:48,Yes,Strongly agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Female,1989
3/7/2019 22:04:59,Yes,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Female,1992
3/7/2019 22:25:04,Yes,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Strongly agree,Female,1993
3/7/2019 23:29:04,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Male,1991
3/7/2019 23:32:45,Yes,Somewhat agree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,Disagree,Somewhat disagree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree,Male,1992
3/8/2019 6:08:45,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Male,1986
3/8/2019 7:04:10,Yes,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Female,1993
3/8/2019 7:30:12,Yes,Somewhat agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Female,1983
3/8/2019 8:00:40,Yes,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Male,1989
3/8/2019 8:13:37,Yes,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Male,1993
3/8/2019 8:25:17,Yes,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Female,1992
3/8/2019 9:40:51,Yes,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Female,1990
3/8/2019 10:53:27,Yes,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Agree,Male,1991
3/8/2019 11:43:22,Yes,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,Female,1982
3/8/2019 11:52:09,Yes,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Somewhat disagree,Agree,Agree,Somewhat disagree,Disagree,Female,1992
3/8/2019 12:09:27,Yes,Strongly agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Female,1990
3/8/2019 12:22:46,Yes,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Female,1993
3/8/2019 13:10:07,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2019 15:53:38,Yes,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Female,1993
3/8/2019 15:58:48,Yes,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Disagree,Disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Female,1993
3/8/2019 16:00:06,Yes,Somewhat agree,Agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Female,1993
3/8/2019 16:05:00,Yes,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Male,1993
3/8/2019 16:25:34,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Female,1990
3/8/2019 16:39:02,Yes,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Somewhat disagree,Agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Male,1993
3/8/2019 17:37:55,Yes,Agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Male,1992
3/8/2019 17:44:17,Yes,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Somewhat agree,Female,1993
3/8/2019 17:50:48,Yes,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Female,1991
3/8/2019 18:14:22,Yes,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Female,1991
3/8/2019 18:52:48,Yes,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Male,1989
3/8/2019 20:35:06,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Male,1989
